id_persona,id_establecimiento,id_educacion,fecha_inicio,fecha_termino,estado_participacion,horas_asistidas,promedio_calificacion,certificado_obtenido,fecha_registro
3235,8,1,2022-06-27,2022-12-24,Completado,239,4.2,True,2026-09-03
2404,5,5,2022-08-06,2023-08-01,En Curso,281,7.0,False,2026-09-03
108,5,3,2022-11-06,2023-11-01,Completado,462,4.8,True,2026-09-03
2750,6,3,2022-12-24,2023-06-22,En Curso,154,4.7,False,2026-09-03
2121,8,2,2020-04-23,2022-04-13,Completado,912,4.6,True,2026-09-03
2129,10,4,2022-08-20,2024-02-11,Completado,709,4.7,True,2026-09-03
4747,2,3,2024-09-12,2025-09-07,Completado,472,6.3,True,2026-09-03
1009,4,2,2021-02-08,2021-08-07,Completado,230,5.1,True,2026-09-03
2626,7,2,2020-06-04,2021-11-26,Completado,704,4.3,True,2026-09-03
1306,3,1,2023-08-25,2024-08-19,Completado,465,6.0,True,2026-09-03
1822,9,4,2024-06-30,2025-06-25,Completado,463,5.3,True,2026-09-03
2321,10,4,2023-11-11,2024-11-05,Completado,457,4.9,True,2026-09-03
2868,9,3,2024-02-06,2025-10-06,Abandonado,218,,False,2026-09-03
11,4,5,2022-01-12,2023-07-06,Completado,701,4.8,True,2026-09-03
1354,8,4,2022-07-16,2024-07-05,Completado,942,6.0,True,2026-09-03
437,3,2,2020-01-01,2021-11-07,Abandonado,230,,False,2026-09-03
26,7,5,2024-01-10,2025-12-30,Completado,921,5.4,True,2026-09-03
1587,3,1,2023-08-28,2025-02-18,Completado,705,5.5,True,2026-09-03
174,3,2,2021-05-19,2022-11-10,Completado,708,6.9,True,2026-09-03
161,10,3,2022-04-27,2023-04-22,En Curso,217,6.0,False,2026-09-03
3777,8,1,2023-11-19,2025-11-08,Completado,935,4.5,True,2026-09-03
4931,2,5,2023-10-05,2024-09-29,Completado,470,4.2,True,2026-09-03
1237,6,5,2021-09-21,2022-09-16,Completado,467,5.2,True,2026-09-03
1590,4,1,2023-03-17,2023-11-14,Abandonado,209,,False,2026-09-03
717,8,1,2021-03-16,2022-09-07,Completado,701,4.6,True,2026-09-03
1395,1,2,2022-05-31,2022-11-01,Abandonado,53,,False,2026-09-03
4846,1,2,2024-06-06,2024-12-03,Completado,234,6.8,True,2026-09-03
3817,6,3,2023-05-19,2024-05-13,Completado,465,5.7,True,2026-09-03
1750,1,1,2022-04-23,2023-10-15,Completado,700,6.3,True,2026-09-03
1993,6,1,2020-03-28,2020-09-24,Completado,235,6.7,True,2026-09-03
2562,10,3,2021-01-14,2022-01-09,Completado,467,5.0,True,2026-09-03
1985,5,5,2020-08-25,2022-02-16,En Curso,321,5.2,False,2026-09-03
4617,6,2,2021-08-16,2022-02-12,En Curso,115,5.7,False,2026-09-03
3922,8,2,2024-06-17,2026-06-07,Completado,921,4.8,True,2026-09-03
3000,2,5,2022-08-17,2023-08-12,Completado,473,4.8,True,2026-09-03
3544,2,2,2020-12-31,2021-12-26,Completado,478,5.3,True,2026-09-03
4146,8,4,2020-12-20,2022-12-10,En Curso,358,6.5,False,2026-09-03
4812,7,2,2024-04-09,2024-07-28,Abandonado,83,,False,2026-09-03
4532,10,3,2024-08-24,2025-07-26,Abandonado,169,,False,2026-09-03
1683,8,5,2023-12-15,2024-12-09,Completado,479,6.3,True,2026-09-03
2453,1,1,2020-02-15,2021-02-09,En Curso,244,6.9,False,2026-09-03
3543,9,4,2023-06-08,2024-11-29,Completado,711,5.2,True,2026-09-03
3421,6,4,2022-09-05,2023-05-05,Abandonado,57,,False,2026-09-03
4021,3,4,2024-08-22,2025-02-18,En Curso,75,5.4,False,2026-09-03
3950,10,1,2020-03-18,2021-03-13,Completado,460,6.5,True,2026-09-03
3557,8,2,2022-12-01,2023-11-26,Completado,476,4.5,True,2026-09-03
2286,6,3,2023-09-20,2025-09-09,Completado,933,6.0,True,2026-09-03
861,6,5,2024-07-17,2025-07-12,Completado,461,5.7,True,2026-09-03
748,2,3,2023-12-23,2025-06-15,Completado,712,6.0,True,2026-09-03
336,4,1,2020-09-10,2021-09-05,Completado,471,5.8,True,2026-09-03
1180,5,5,2021-03-05,2022-02-28,Completado,475,4.9,True,2026-09-03
686,5,1,2024-08-25,2026-08-15,Completado,943,4.6,True,2026-09-03
3869,1,3,2022-09-19,2023-09-14,Completado,457,5.6,True,2026-09-03
4007,10,1,2024-04-14,2024-10-11,En Curso,123,5.2,False,2026-09-03
8,3,4,2022-02-20,2023-02-15,En Curso,248,5.6,False,2026-09-03
1511,1,4,2024-01-25,2025-07-18,Completado,691,6.2,True,2026-09-03
2909,7,4,2021-02-24,2022-08-18,Completado,688,6.8,True,2026-09-03
801,5,5,2023-06-28,2024-06-22,En Curso,264,4.3,False,2026-09-03
1087,4,1,2020-02-21,2021-08-14,Completado,696,6.2,True,2026-09-03
2441,4,2,2020-12-11,2021-06-09,En Curso,102,5.9,False,2026-09-03
3164,3,3,2022-05-30,2023-01-19,Abandonado,215,,False,2026-09-03
986,1,3,2020-05-17,2022-05-07,Completado,937,5.3,True,2026-09-03
316,4,1,2023-02-26,2024-08-19,Completado,704,4.9,True,2026-09-03
4431,7,1,2023-07-31,2024-04-17,Abandonado,180,,False,2026-09-03
2410,7,1,2020-03-18,2021-09-09,En Curso,353,4.7,False,2026-09-03
3436,6,1,2020-11-20,2021-11-15,Completado,478,6.4,True,2026-09-03
4065,7,1,2020-04-28,2022-04-18,Completado,959,6.6,True,2026-09-03
442,4,1,2022-12-23,2023-06-21,Completado,235,4.2,True,2026-09-03
349,8,5,2021-03-17,2022-02-13,Abandonado,233,,False,2026-09-03
4052,6,3,2023-01-18,2025-01-07,Completado,953,6.0,True,2026-09-03
3026,9,1,2023-11-06,2024-10-31,Completado,458,6.6,True,2026-09-03
248,8,3,2023-08-11,2024-08-05,Completado,468,6.7,True,2026-09-03
4940,7,5,2020-12-10,2021-06-08,Completado,237,5.0,True,2026-09-03
695,3,2,2024-01-13,2026-01-02,Completado,919,5.5,True,2026-09-03
2052,3,4,2022-04-25,2023-04-20,En Curso,268,5.1,False,2026-09-03
1616,7,4,2021-02-18,2021-08-17,En Curso,102,5.1,False,2026-09-03
2030,9,2,2022-06-15,2022-09-09,Abandonado,79,,False,2026-09-03
1484,2,1,2024-12-23,2025-12-18,En Curso,237,4.6,False,2026-09-03
1091,7,1,2022-10-08,2024-03-31,Completado,698,5.2,True,2026-09-03
55,5,5,2021-11-02,2023-04-26,Completado,693,6.7,True,2026-09-03
3253,2,2,2024-08-25,2025-08-20,Completado,464,4.1,True,2026-09-03
2870,7,3,2020-09-13,2022-09-03,Completado,912,6.0,True,2026-09-03
3814,10,1,2021-09-18,2022-01-03,Abandonado,86,,False,2026-09-03
3765,1,2,2024-05-14,2024-11-10,En Curso,82,5.6,False,2026-09-03
2601,5,3,2023-04-02,2024-03-27,En Curso,323,5.2,False,2026-09-03
709,8,3,2022-10-29,2022-12-24,Abandonado,60,,False,2026-09-03
4368,8,5,2022-12-13,2023-12-08,Completado,462,4.7,True,2026-09-03
4510,4,5,2022-10-15,2023-10-10,Completado,459,4.8,True,2026-09-03
3422,1,1,2024-06-26,2026-06-16,Completado,953,5.4,True,2026-09-03
4831,3,2,2020-05-27,2022-05-17,Completado,953,4.3,True,2026-09-03
3829,3,5,2024-12-20,2026-12-10,En Curso,333,4.2,False,2026-09-03
81,2,4,2021-10-15,2022-02-21,Abandonado,107,,False,2026-09-03
3012,1,3,2023-01-10,2023-10-21,Abandonado,222,,False,2026-09-03
4015,3,5,2024-05-21,2024-11-13,Abandonado,118,,False,2026-09-03
671,3,4,2024-09-30,2024-11-28,Abandonado,137,,False,2026-09-03
3176,1,5,2020-06-25,2020-12-22,Completado,232,6.1,True,2026-09-03
3834,10,1,2022-03-19,2023-03-14,En Curso,275,6.4,False,2026-09-03
1811,5,3,2023-03-05,2024-02-28,En Curso,334,4.1,False,2026-09-03
145,6,2,2023-07-13,2024-01-09,Completado,234,6.3,True,2026-09-03
2671,8,1,2024-04-09,2024-10-06,En Curso,144,6.9,False,2026-09-03
888,10,5,2023-05-10,2024-05-04,Completado,479,4.7,True,2026-09-03
1996,4,2,2020-10-09,2021-10-04,En Curso,253,4.6,False,2026-09-03
3498,8,5,2020-10-16,2021-04-05,Abandonado,56,,False,2026-09-03
1894,9,5,2024-09-17,2025-01-05,Abandonado,28,,False,2026-09-03
2793,2,4,2022-12-11,2024-06-03,Completado,717,5.3,True,2026-09-03
3353,6,1,2020-07-23,2022-07-13,Completado,921,4.3,True,2026-09-03
812,4,3,2021-09-15,2022-09-10,En Curso,177,6.8,False,2026-09-03
3311,6,2,2023-04-29,2024-04-23,Completado,465,4.6,True,2026-09-03
692,5,5,2020-03-07,2020-09-03,Completado,238,4.5,True,2026-09-03
2759,10,1,2024-02-28,2024-06-20,Abandonado,27,,False,2026-09-03
4715,9,4,2021-04-28,2022-04-23,En Curso,169,5.3,False,2026-09-03
2148,9,5,2023-05-28,2023-07-09,Abandonado,187,,False,2026-09-03
2069,10,5,2022-06-06,2023-11-28,Completado,699,4.1,True,2026-09-03
998,2,3,2022-07-13,2023-07-08,En Curso,181,4.2,False,2026-09-03
3845,2,3,2023-03-29,2024-09-19,Completado,707,5.2,True,2026-09-03
3876,1,5,2023-05-22,2024-05-16,En Curso,240,5.9,False,2026-09-03
1470,4,5,2023-05-21,2024-05-15,Completado,474,4.1,True,2026-09-03
419,7,4,2024-02-04,2024-08-16,Abandonado,116,,False,2026-09-03
3754,5,1,2021-11-22,2022-05-21,Completado,228,4.3,True,2026-09-03
536,5,5,2021-03-12,2021-04-20,Abandonado,218,,False,2026-09-03
1045,7,2,2023-03-08,2024-03-02,Completado,461,5.5,True,2026-09-03
4626,7,1,2020-05-16,2021-05-11,En Curso,162,4.6,False,2026-09-03
3342,3,1,2020-08-11,2021-08-06,Completado,478,6.6,True,2026-09-03
2952,7,1,2024-09-10,2025-09-05,Completado,466,5.2,True,2026-09-03
1595,9,2,2022-07-20,2023-01-16,En Curso,121,5.1,False,2026-09-03
2760,4,5,2020-04-30,2022-04-20,En Curso,308,5.7,False,2026-09-03
2815,4,3,2021-10-11,2022-04-09,Completado,228,6.7,True,2026-09-03
4196,10,2,2023-05-16,2024-05-10,Completado,458,7.0,True,2026-09-03
1169,2,1,2021-01-21,2022-01-16,Completado,471,6.2,True,2026-09-03
2820,7,4,2021-05-12,2021-11-08,Completado,235,5.9,True,2026-09-03
1478,5,1,2021-07-23,2022-01-19,Completado,229,6.7,True,2026-09-03
4058,7,1,2024-01-04,2024-12-29,Completado,466,6.6,True,2026-09-03
4195,3,3,2021-12-28,2023-12-18,Completado,945,6.0,True,2026-09-03
1101,2,5,2022-11-23,2024-11-12,Completado,916,6.4,True,2026-09-03
2280,7,3,2021-01-08,2022-07-02,Completado,684,5.0,True,2026-09-03
3431,10,1,2022-12-15,2023-06-13,Completado,232,6.5,True,2026-09-03
2395,9,4,2023-10-01,2024-03-29,Completado,233,6.7,True,2026-09-03
3640,8,2,2022-03-11,2022-07-14,Abandonado,24,,False,2026-09-03
1612,3,4,2022-03-26,2023-03-21,En Curso,262,4.2,False,2026-09-03
1724,4,5,2024-12-06,2025-12-01,Completado,456,5.0,True,2026-09-03
1141,9,1,2024-10-14,2026-10-04,Completado,927,6.6,True,2026-09-03
4113,6,5,2021-10-25,2022-04-23,En Curso,78,6.6,False,2026-09-03
2298,2,3,2020-10-07,2021-10-02,En Curso,200,5.7,False,2026-09-03
3600,4,3,2021-06-04,2021-12-01,En Curso,83,5.2,False,2026-09-03
1701,3,5,2022-07-05,2024-06-24,Completado,959,4.2,True,2026-09-03
3079,4,1,2024-08-13,2026-08-03,Completado,937,4.8,True,2026-09-03
1681,3,1,2021-11-15,2023-11-05,En Curso,460,4.2,False,2026-09-03
2830,5,3,2023-11-23,2025-05-16,Completado,710,6.6,True,2026-09-03
4312,1,4,2021-12-03,2023-05-27,Completado,708,4.6,True,2026-09-03
2092,2,4,2020-08-24,2022-02-15,Completado,697,6.7,True,2026-09-03
1704,6,3,2022-10-18,2023-10-13,Completado,456,5.8,True,2026-09-03
3665,8,5,2022-09-29,2023-03-28,Completado,233,5.8,True,2026-09-03
4109,8,4,2021-01-03,2021-12-29,Completado,457,6.2,True,2026-09-03
3746,9,3,2021-08-03,2022-07-29,En Curso,214,6.2,False,2026-09-03
1648,9,2,2023-10-10,2024-05-30,Abandonado,295,,False,2026-09-03
2726,5,5,2021-01-08,2021-09-14,Abandonado,190,,False,2026-09-03
1529,3,4,2023-06-30,2023-12-14,Abandonado,195,,False,2026-09-03
2932,6,1,2023-05-13,2025-05-02,En Curso,501,6.0,False,2026-09-03
3197,4,4,2023-09-18,2024-09-12,Completado,464,5.8,True,2026-09-03
3157,8,4,2024-04-03,2025-09-25,Completado,691,6.3,True,2026-09-03
2340,3,2,2021-09-16,2022-03-01,Abandonado,49,,False,2026-09-03
901,5,4,2023-09-19,2024-03-17,Completado,237,4.3,True,2026-09-03
730,8,1,2021-12-19,2023-06-12,En Curso,278,5.5,False,2026-09-03
4660,4,2,2021-05-16,2021-11-10,Abandonado,60,,False,2026-09-03
2133,2,5,2023-06-24,2024-06-18,En Curso,166,5.6,False,2026-09-03
830,10,2,2021-02-09,2022-08-03,Completado,701,6.6,True,2026-09-03
1159,9,3,2024-09-25,2025-09-20,En Curso,285,6.4,False,2026-09-03
500,2,3,2024-06-21,2025-12-13,Completado,692,6.1,True,2026-09-03
3591,9,3,2024-06-12,2025-06-07,En Curso,308,4.7,False,2026-09-03
1787,2,2,2023-01-19,2024-01-14,Completado,470,5.0,True,2026-09-03
4211,1,3,2020-12-10,2021-12-05,En Curso,267,6.2,False,2026-09-03
4706,7,2,2024-12-27,2026-06-20,En Curso,402,4.4,False,2026-09-03
883,8,5,2021-04-09,2022-04-04,Completado,475,5.8,True,2026-09-03
1746,3,4,2021-03-17,2022-03-12,Completado,459,5.3,True,2026-09-03
1189,6,1,2021-11-09,2022-11-04,Completado,457,4.7,True,2026-09-03
1903,5,1,2023-06-07,2024-06-13,Abandonado,179,,False,2026-09-03
4103,8,4,2021-10-20,2022-10-15,Completado,475,6.7,True,2026-09-03
2235,3,5,2024-04-14,2024-06-11,Abandonado,119,,False,2026-09-03
3325,6,3,2021-02-22,2023-02-12,En Curso,559,4.9,False,2026-09-03
3414,9,1,2023-06-30,2023-12-27,Completado,238,4.9,True,2026-09-03
4432,3,3,2024-10-12,2025-10-07,En Curso,221,6.3,False,2026-09-03
3980,4,1,2024-08-04,2026-07-25,Completado,942,5.2,True,2026-09-03
1522,5,5,2021-04-11,2022-10-03,Completado,709,5.7,True,2026-09-03
3683,9,3,2020-06-06,2021-06-01,Completado,461,6.4,True,2026-09-03
170,10,1,2021-06-16,2022-12-08,Completado,704,4.7,True,2026-09-03
2004,4,1,2020-07-29,2021-01-25,Completado,234,4.0,True,2026-09-03
515,5,5,2024-06-02,2025-11-24,Completado,704,4.4,True,2026-09-03
4282,5,4,2023-12-02,2025-05-25,Completado,697,6.5,True,2026-09-03
1459,2,5,2023-08-25,2024-08-19,Completado,456,6.9,True,2026-09-03
2537,4,4,2022-01-29,2023-01-24,Completado,470,6.3,True,2026-09-03
2953,3,5,2022-08-03,2023-07-29,Completado,469,6.7,True,2026-09-03
2928,6,3,2024-05-23,2024-11-19,En Curso,72,5.4,False,2026-09-03
682,3,4,2020-08-03,2021-06-13,Abandonado,172,,False,2026-09-03
2959,4,2,2023-07-15,2024-07-09,Completado,466,6.0,True,2026-09-03
2934,10,3,2024-05-14,2025-11-05,En Curso,405,6.7,False,2026-09-03
4675,2,4,2023-06-28,2024-12-19,En Curso,500,6.1,False,2026-09-03
1528,7,5,2024-11-14,2025-05-13,Completado,237,5.2,True,2026-09-03
1560,8,2,2023-10-07,2025-03-30,Completado,693,4.7,True,2026-09-03
3920,1,1,2021-07-02,2021-12-29,Completado,238,5.7,True,2026-09-03
601,1,5,2021-08-02,2022-07-28,En Curso,271,6.2,False,2026-09-03
1082,2,1,2024-05-02,2025-10-24,En Curso,335,5.0,False,2026-09-03
4535,5,3,2021-01-08,2021-06-07,Abandonado,98,,False,2026-09-03
997,6,4,2023-06-03,2024-01-06,Abandonado,86,,False,2026-09-03
3685,4,2,2024-11-30,2025-05-29,Completado,239,4.8,True,2026-09-03
445,3,3,2021-06-01,2022-05-27,Completado,473,4.9,True,2026-09-03
4704,3,1,2021-08-30,2021-10-22,Abandonado,103,,False,2026-09-03
3466,5,2,2024-10-08,2025-03-06,Abandonado,226,,False,2026-09-03
2884,1,1,2023-10-22,2024-05-20,Abandonado,299,,False,2026-09-03
4028,10,2,2023-03-03,2023-07-03,Abandonado,273,,False,2026-09-03
1869,9,4,2023-07-23,2024-07-17,Completado,468,4.7,True,2026-09-03
1950,6,3,2021-01-03,2021-12-29,Completado,457,7.0,True,2026-09-03
2863,2,4,2020-11-30,2022-11-20,En Curso,542,4.9,False,2026-09-03
754,5,1,2023-05-19,2024-11-09,Completado,687,6.7,True,2026-09-03
4358,3,2,2023-10-24,2025-04-16,Completado,701,5.8,True,2026-09-03
4039,6,5,2024-12-16,2026-12-06,Completado,922,5.8,True,2026-09-03
325,6,4,2024-03-22,2025-09-13,Completado,700,5.3,True,2026-09-03
3842,1,4,2021-09-24,2023-03-18,Completado,713,6.4,True,2026-09-03
4410,3,2,2021-04-01,2022-09-23,Completado,717,5.1,True,2026-09-03
4865,1,5,2020-06-27,2021-12-19,Completado,719,5.9,True,2026-09-03
3289,1,5,2021-06-26,2022-06-21,Completado,468,6.5,True,2026-09-03
3854,1,5,2023-02-23,2025-02-12,En Curso,308,6.6,False,2026-09-03
1936,2,3,2020-05-08,2022-04-28,Completado,937,4.5,True,2026-09-03
1647,2,5,2024-02-24,2025-02-18,Completado,463,4.6,True,2026-09-03
2013,3,4,2022-02-03,2023-07-28,Completado,689,4.7,True,2026-09-03
2709,2,1,2024-01-17,2024-07-15,Completado,231,6.2,True,2026-09-03
4702,6,1,2020-10-19,2021-01-20,Abandonado,154,,False,2026-09-03
1192,6,2,2020-05-28,2021-11-19,En Curso,253,6.3,False,2026-09-03
1320,9,3,2023-06-26,2024-12-17,En Curso,465,6.5,False,2026-09-03
2574,7,3,2024-12-18,2026-12-08,En Curso,473,5.0,False,2026-09-03
2249,10,2,2024-01-23,2025-01-17,En Curso,279,4.0,False,2026-09-03
1859,10,1,2024-01-12,2026-01-01,Completado,913,5.5,True,2026-09-03
4500,6,4,2021-07-20,2022-01-16,Completado,234,4.5,True,2026-09-03
2864,9,3,2020-02-04,2021-07-28,En Curso,402,4.7,False,2026-09-03
2111,4,3,2020-12-01,2021-10-05,Abandonado,52,,False,2026-09-03
4212,5,3,2021-09-22,2023-03-16,Completado,702,6.0,True,2026-09-03
827,1,5,2024-09-27,2026-03-21,Completado,701,4.9,True,2026-09-03
1151,4,5,2022-03-11,2024-02-29,En Curso,530,4.6,False,2026-09-03
3408,9,1,2023-04-08,2025-03-28,Completado,949,5.7,True,2026-09-03
4883,1,2,2022-12-07,2024-11-26,Completado,935,4.7,True,2026-09-03
295,1,3,2024-01-14,2026-01-03,Completado,938,5.6,True,2026-09-03
1244,7,5,2024-01-29,2025-01-23,Completado,462,4.8,True,2026-09-03
821,6,4,2020-04-05,2022-03-26,Completado,943,6.6,True,2026-09-03
1592,1,5,2024-02-28,2025-08-21,Completado,706,4.0,True,2026-09-03
3670,8,4,2022-04-25,2023-10-17,Completado,709,5.9,True,2026-09-03
4630,9,2,2021-05-13,2021-12-23,Abandonado,224,,False,2026-09-03
371,1,4,2020-10-30,2022-10-20,En Curso,351,6.9,False,2026-09-03
3703,9,3,2023-04-03,2024-03-28,En Curso,171,4.5,False,2026-09-03
4830,8,2,2024-01-08,2025-12-28,Completado,955,6.7,True,2026-09-03
2157,6,4,2023-11-08,2025-05-01,Completado,702,4.1,True,2026-09-03
511,10,3,2021-01-06,2022-01-01,Completado,478,5.7,True,2026-09-03
455,3,1,2024-11-28,2026-11-18,Completado,956,5.3,True,2026-09-03
415,10,2,2023-08-06,2023-10-26,Abandonado,172,,False,2026-09-03
1932,5,2,2024-01-08,2025-01-02,Completado,460,5.6,True,2026-09-03
3760,7,5,2021-12-08,2022-12-03,Completado,474,5.7,True,2026-09-03
2307,7,1,2022-07-22,2023-07-17,Completado,475,6.8,True,2026-09-03
4262,1,2,2020-01-24,2021-07-17,Completado,686,6.6,True,2026-09-03
1113,6,4,2024-01-01,2024-12-26,Completado,471,5.9,True,2026-09-03
2867,9,5,2022-09-10,2023-03-09,En Curso,89,5.7,False,2026-09-03
1273,10,5,2022-04-02,2023-03-28,Completado,474,5.0,True,2026-09-03
625,4,5,2022-02-26,2023-08-20,En Curso,500,5.3,False,2026-09-03
4512,8,3,2021-09-08,2022-03-07,Completado,236,4.3,True,2026-09-03
2440,2,5,2022-04-10,2022-10-07,Completado,234,6.6,True,2026-09-03
1199,1,5,2024-03-14,2025-09-05,Completado,693,6.9,True,2026-09-03
4917,9,4,2023-12-31,2024-12-21,Abandonado,172,,False,2026-09-03
1943,5,5,2023-01-02,2023-12-28,Completado,475,6.3,True,2026-09-03
2738,5,3,2024-12-02,2025-11-27,Completado,464,5.3,True,2026-09-03
4607,5,4,2021-08-31,2022-08-26,En Curso,193,4.4,False,2026-09-03
104,1,5,2021-04-05,2022-09-27,Completado,698,6.1,True,2026-09-03
4652,3,3,2022-10-01,2023-09-26,En Curso,219,4.2,False,2026-09-03
2153,3,1,2024-03-01,2025-02-24,Completado,463,5.8,True,2026-09-03
2986,5,2,2020-05-25,2021-11-16,Completado,684,5.7,True,2026-09-03
743,1,4,2020-08-21,2022-02-12,Completado,695,4.2,True,2026-09-03
4533,1,1,2022-04-23,2023-07-06,Abandonado,129,,False,2026-09-03
1242,6,2,2020-04-04,2020-10-01,Completado,229,5.1,True,2026-09-03
13,8,2,2023-08-09,2025-01-30,En Curso,444,4.6,False,2026-09-03
4123,2,4,2021-07-16,2022-07-11,En Curso,293,4.4,False,2026-09-03
3485,10,1,2020-06-25,2022-06-15,Completado,938,6.8,True,2026-09-03
3636,1,3,2023-04-23,2024-04-17,En Curso,219,6.6,False,2026-09-03
704,2,4,2021-07-25,2022-07-20,Completado,469,6.6,True,2026-09-03
4938,7,1,2020-06-08,2021-04-04,Abandonado,163,,False,2026-09-03
3199,1,5,2020-02-09,2022-01-29,Completado,914,6.1,True,2026-09-03
2783,3,4,2020-03-29,2021-01-22,Abandonado,211,,False,2026-09-03
2570,6,2,2023-04-13,2025-04-02,En Curso,373,4.5,False,2026-09-03
1631,3,2,2020-05-09,2021-05-04,En Curso,270,4.9,False,2026-09-03
2849,7,2,2021-11-29,2022-11-24,En Curso,196,6.9,False,2026-09-03
4075,10,3,2020-06-26,2022-06-16,En Curso,599,5.4,False,2026-09-03
4193,9,1,2020-04-30,2021-10-22,Completado,684,6.9,True,2026-09-03
3028,5,3,2022-11-30,2023-11-25,Completado,470,6.0,True,2026-09-03
1394,7,2,2024-09-04,2025-11-30,Abandonado,245,,False,2026-09-03
4809,8,3,2023-02-13,2024-02-08,En Curso,177,6.0,False,2026-09-03
3637,1,1,2024-12-08,2026-11-28,Completado,912,6.6,True,2026-09-03
1850,7,2,2023-01-06,2024-12-26,En Curso,335,5.4,False,2026-09-03
4491,9,4,2022-10-18,2023-10-13,Completado,469,6.6,True,2026-09-03
4979,10,2,2023-08-20,2025-08-09,Completado,932,6.9,True,2026-09-03
1748,10,4,2020-06-02,2021-11-24,Completado,703,6.5,True,2026-09-03
3927,5,5,2023-08-24,2024-08-18,Completado,476,6.2,True,2026-09-03
2503,6,4,2021-02-05,2022-07-30,Completado,692,5.4,True,2026-09-03
3037,5,3,2024-11-21,2025-11-16,En Curso,299,6.2,False,2026-09-03
794,1,5,2021-11-22,2023-11-12,En Curso,608,4.5,False,2026-09-03
1904,7,2,2024-01-04,2024-12-29,En Curso,238,4.3,False,2026-09-03
2322,1,3,2020-03-02,2021-08-24,Completado,718,4.0,True,2026-09-03
4529,1,5,2023-03-10,2025-02-27,Completado,931,6.4,True,2026-09-03
3711,9,5,2024-06-09,2025-06-04,Completado,473,4.5,True,2026-09-03
3042,2,2,2021-01-29,2022-07-23,Completado,686,5.5,True,2026-09-03
2158,10,1,2020-05-19,2021-01-14,Abandonado,362,,False,2026-09-03
3232,4,5,2022-08-10,2024-02-01,Completado,701,6.7,True,2026-09-03
1819,9,1,2024-06-09,2025-12-01,En Curso,487,6.7,False,2026-09-03
3627,3,5,2020-06-13,2021-06-08,Completado,459,6.7,True,2026-09-03
508,6,4,2023-06-17,2023-09-24,Abandonado,207,,False,2026-09-03
4730,3,5,2020-07-12,2021-04-22,Abandonado,85,,False,2026-09-03
1798,8,4,2020-08-17,2022-02-08,Completado,708,6.4,True,2026-09-03
2029,3,4,2023-05-21,2025-05-10,Completado,938,5.3,True,2026-09-03
2227,4,2,2022-03-24,2024-03-13,Completado,945,4.7,True,2026-09-03
343,2,1,2021-11-09,2023-05-03,En Curso,404,6.6,False,2026-09-03
1807,6,4,2024-05-04,2025-03-21,Abandonado,163,,False,2026-09-03
1483,7,4,2023-03-02,2023-08-29,Completado,238,5.1,True,2026-09-03
1068,6,5,2020-06-26,2020-09-27,Abandonado,59,,False,2026-09-03
4805,4,2,2020-12-06,2021-01-07,Abandonado,26,,False,2026-09-03
3973,4,1,2022-11-19,2023-05-18,Completado,229,4.2,True,2026-09-03
3118,7,2,2022-08-16,2024-08-05,Completado,949,6.3,True,2026-09-03
1117,4,2,2020-11-16,2021-05-15,Completado,233,4.2,True,2026-09-03
4227,5,3,2021-12-17,2022-12-12,Completado,460,5.1,True,2026-09-03
1574,3,2,2021-07-24,2022-07-19,Completado,461,4.5,True,2026-09-03
4433,5,4,2020-12-11,2021-11-02,Abandonado,165,,False,2026-09-03
1291,1,5,2024-06-16,2025-12-08,Completado,716,6.6,True,2026-09-03
3274,7,1,2021-12-27,2022-12-22,Completado,456,4.8,True,2026-09-03
691,10,1,2024-02-24,2025-08-17,En Curso,239,4.9,False,2026-09-03
1684,3,1,2023-04-19,2023-10-16,Completado,239,5.7,True,2026-09-03
2842,5,5,2022-01-19,2022-05-18,Abandonado,183,,False,2026-09-03
141,3,4,2020-10-10,2022-04-03,Completado,701,6.5,True,2026-09-03
2528,8,3,2020-06-16,2021-06-11,Completado,473,6.7,True,2026-09-03
2181,10,4,2020-04-18,2020-10-15,En Curso,158,6.8,False,2026-09-03
4027,7,3,2020-07-30,2021-07-25,Completado,456,4.5,True,2026-09-03
10,4,4,2020-12-16,2021-04-14,Abandonado,224,,False,2026-09-03
1444,5,5,2021-04-21,2022-10-13,Completado,685,6.0,True,2026-09-03
519,5,3,2021-10-06,2023-03-30,Completado,699,5.5,True,2026-09-03
3502,6,5,2021-09-15,2023-09-05,Completado,937,4.7,True,2026-09-03
569,1,3,2021-03-18,2022-12-15,Abandonado,309,,False,2026-09-03
3006,4,4,2024-04-07,2025-04-02,Completado,456,4.2,True,2026-09-03
3648,2,2,2022-07-13,2023-07-08,Completado,460,6.5,True,2026-09-03
4714,5,4,2020-05-14,2021-05-09,Completado,461,6.6,True,2026-09-03
3260,3,3,2022-11-03,2024-02-17,Abandonado,274,,False,2026-09-03
3486,5,3,2024-10-21,2025-10-16,Completado,471,5.6,True,2026-09-03
728,2,5,2024-06-18,2025-12-10,Completado,717,6.6,True,2026-09-03
1865,6,4,2024-04-20,2025-10-12,En Curso,357,4.9,False,2026-09-03
1664,8,1,2024-01-01,2024-09-26,Abandonado,88,,False,2026-09-03
662,10,5,2021-08-03,2023-01-25,Completado,709,4.5,True,2026-09-03
3597,8,1,2024-12-25,2025-06-23,Completado,238,4.4,True,2026-09-03
2534,7,1,2023-01-05,2023-12-31,Completado,461,6.8,True,2026-09-03
